<p>All</p>
"File_Name","Description","Provided_CMMC_Mappings","Suggested_CMMC_Mappings","Current_Sharepoint_Link","New_Sharepoint_Link","TODOs"
"SC3.13.10.docx","Azure Disk Encryption is integrated with Azure Key Vault to help manage encryption Keys","3.13.10",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.10/SC3.13.10.docx?d=w27d20945ea10408e9bc2e48efa7a8f46&csf=1&web=1&e=LR7mYQ"
"vpn_connection_log.png","Log of VPN connections","3.13.15; 3.13.8",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.15/vpn_connection_log.png?csf=1&web=1&e=YUr6ki"
"0281aa35-f5cb-4ad1-90cb-9a01ac01017c.jpg","Windows Disk Encryption Properties - Endpoint Security","3.13.16;3.8.9",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.16/0281aa35-f5cb-4ad1-90cb-9a01ac01017c.jpg?csf=1&web=1&e=F3rm30"
"9fef8aa6-0674-4b58-93e5-7aa1cd179afc.jpg","Windows Disk Encryption Properties - Endpoint Security - continued","3.13.16;3.8.9",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.16/9fef8aa6-0674-4b58-93e5-7aa1cd179afc.jpg?csf=1&web=1&e=c5bQ9V"
"bbb68f1a-a23d-4a4b-ad80-bfec2f0df32b.jpg","Windows Disk Encryption Properties - Endpoint Security - continued","3.13.16",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.16/bbb68f1a-a23d-4a4b-ad80-bfec2f0df32b.jpg?csf=1&web=1&e=c0FiEz"
"Forced tunneling.docx","Command to create forced tunneling for p2s clients and Firewall log of outbound p2s client traffic","3.13.16; 3.15.15; 3.15.7;3.13.7",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.16/Forced%20tunneling.docx?d=wd4aabc81ec84474e88b0334fe599c9d8&csf=1&web=1&e=QjTyJ3"
"P2S Authentication.docx","VPN Authentication Settings","3.13.15;3.13.16;3.1.16;3.1.17;3.1.18",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.16/P2S%20Authentication.docx?d=w3ed0d2a0ea9f43d5a3ea59519e635d30&csf=1&web=1&e=8NfGNb"
"ddos protection.png","ddos-pp Protected resources","3.13.5",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.5/ddos%20protection.png?csf=1&web=1&e=6MeqqW"
"network watcher group avd.png","Screen shot of network watcher group","3.13.6",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.6/network%20watcher%20group%20avd.png?csf=1&web=1&e=VlvCdu"
"AzureVpnConnecton_Logs.log","Azure VPN Connection Logs","3.13.15; 3.13.8",,"https://eagle.sharepoint.com/:u:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.15/AzureVpnConnecton_Logs.log?csf=1&web=1&e=gEZU36"
"open vpn .png","Tunnel types are open VPN","3.13.15; 3.13.8",,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.15/open%20vpn.png?csf=1&web=1&e=0gyKBx"
"environment-secured-by-firewall.docx","All private and Public traffic must traverse the Azure firewall for inspection for all connected networks.  This along with the forced Microsegmentation proves network isolation.","3.13.14; 3.13.3",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.3/environment-secured-by-firewall.docx?d=wa42d38e27cef4ec7bc9403c595ca3663&csf=1&web=1&e=fPZe35",,"Combine with AC control?"
"vnet-groupavd-microsegmentation.docx","vnet-groupavd-001 (AVD user subnet is microsgmented. Associated route table forces all traffic leaving the subnet to hit the Firewall IP as the next hop.","3.13.3; 3.13.4",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.3/vnet-groupavd-microsegmentation.docx?d=we287e095946447f6b1b0e9ee5debc984&csf=1&web=1&e=jPgWZE"
"ABSGroup-CMMC.vsdx","Network Diagram of Eagle Gov Point 2 sire VPN Solution","3.13.4",,"https://eagle.sharepoint.com/:u:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Admin%20Evidence%20Requirements/SC/3.13.4/ABSGroup-CMMC.vsdx?d=w27dd9c9241bb443db03c922c71f8e3fa&csf=1&web=1&e=WWn8xO"
"IMS-ATT-00156","IT Systems and Communication Protection Standard",,"3.13.1; 3.13.9; 3.13.10; 3.13.14","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-POL-00003,%20Cybersecurity%20Policy%20Manual/IMS-ATT-00156%20Rev%200,%20IT%20Systems%20and%20Communication%20Protection%20Standard.docx?d=wd5aff07e5bfa411282073de066e33be6&csf=1&web=1&e=abGymJ"
"IMS-PRO-00015","Computer Security Log Management. This procedure establishes high level policies and requirements for the collection, maintenance, review and analysis of security event logs for ABS systems and related network resources, in support of identity management, threat monitoring, security violations detection, and security incident investigations.","3.13.6",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-PRO-00015%20rev.2.docx?d=w650521c777ce4d2bb29639b4974be247&csf=1&web=1&e=obOEsj"
"IMS-PRO-00109","Security of Controlled Unclassified Information (CUI)","3.11.1",,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-PRO-00109%20Rev%201,%20Security%20of%20Controlled%20Unclassified%20Information%20(CUI).docx?d=w34ce2ea239334272b3f2346a5bd6aebe&csf=1&web=1&e=TDrHNT"
"Gov-Hub-v7.pptx","Secure architecture practices and diagrams",,"3.13.2","https://eagle.sharepoint.com/:p:/r/teams/ABSGroupCMMCTaskforce/_layouts/15/Doc.aspx?sourcedoc=%7BC7777FA1-1898-44DC-B58E-381C7B47B7EE%7D&file=Gov-Hub-v7.pptx&action=edit&mobileredirect=true"
"IMS-PRO-00103 Rev 4 (3).doc","CISR describes how ABS responds to a cyber related incident, including data incidents  subject to the U.S. International Traffic in Arms Regulations (ITAR), the Export Administration Regulations (EAR) and Controlled Unclassified Information (CUI). Describes incident response phases, roles and responsibilities, and procedures.",,"3.6.1; 3.6.2","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/_layouts/15/Doc.aspx?sourcedoc=%7BABA67F2B-68A5-44E9-8BC3-2CE668E71557%7D&file=IMS-PRO-00103%20Rev%204%20(3).docx&action=default&mobileredirect=true",,"Very similar to below plan"
"IMS-PRO-00002 Rev 4, Cybersecurity Technical Response.docx","Overall policy to cybersecurity Incident. Details if incident occurs, they should follow procedures set forth in attachment below",,"3.6.1; 3.6.2","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-PRO-00002,%20Cybersecurity%20Incident%20Technical%20Response/IMS-PRO-00002%20Rev%204,%20Cybersecurity%20Incident%20Technical%20Response.docx?d=w4d6f4f5a6c8e4dfe90b96e71075ff609&csf=1&web=1&e=anXnyR",,"Very similar to above plan Below is attachment to this, that goes into much more detail, similar to above plan/ These three items need to be consolidated"
"IMS-ATT-00009 Rev 4, Cybersecurity Incident Technical Response Plan.docx","CSITR Plan details ABS response to and adverse event to information systems. Describes incident response phases, roles and responsibilities, and procedures",,"3.6.1; 3.6.2","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-PRO-00002,%20Cybersecurity%20Incident%20Technical%20Response/IMS-ATT-00009%20Rev%2004,%20Cybersecurity%20Incident%20Technical%20Response%20Plan.docx?d=w4d7e88a9085b43f1acbf370292855b91&csf=1&web=1&e=tbph4b",,"Very similar to CISR. Needs to be consolidated"
"MandiantTableTopQ4-2024.docx","After action report for a tabletop exercise (TTX) that examined ABS’s proficiency and knowledge of the processes related to their cybersecurity incident response capability.",,,"https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/IR%20Executive%20Tabletop/MandiantTableTopQ4-2024.docx?d=wa474c7bf613746fbb7424113b2627510&csf=1&web=1&e=aEnycM",,"Another Tabletop scheduled for December"
"Log Review Process.pdf","Dashboard shows incidents that have occurred, their severity level, closed incidents, and incident numbers",,"3.6.2;3.14.1;3.14.6","https://eagle.sharepoint.com/:b:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Log%20Review%20Process/Log%20Review%20Process.pdf?csf=1&web=1&e=UbgWSb",,"Unsure on this one. Does this change with Summit 7 configs?"
"ABS Insider Threat Training.png","ABS provides Insider Threat Training via iAchieve training platform. All users are required to complete as a function of annual cybersecurity training",,"3.2.3","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Security%20Awareness%20Training/ABS%20Insider%20Threat%20Training.png?csf=1&web=1&e=YdvORa",,"Do I need to screenshot the whole training from I achieve?"
"ABS Cybersecurity Awareness Training.png","ABS provides Cybersecurity Awareness Training that includes security-related roles and responsibilities with respect to the protection of sensitive information",,"3.2.2","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Security%20Awareness%20Training/ABS%20Cybersecurity%20Awareness%20Training.png?csf=1&web=1&e=ssFXyv",,"Do I need to screenshot the whole training from I achieve?"
"Cybertraining 2.png","Employees are introduced to multiple cybersecurity information policies and aligned threat scenarios related to organizational systems",,"3.2.1","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Security%20Awareness%20Training/Cybertraining%202.png?csf=1&web=1&e=Mhgtva",,"Do I need to screenshot the whole training from I achieve?"
"Cybertraining.png","Security literacy training is provided to recognize and report social engineering and training.",,"3.2.2","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Security%20Awareness%20Training/Cybertraining.png?csf=1&web=1&e=bsTVVa",,"Do I need to screenshot the whole training from I achieve?"
"3_2_1 3_2_2 and 3_2_3 Training Evidence.png","Proof of Requirement to complete required training to maintain clearances and access to sensitive information , Include insider threat, PII, CUI, cybersecurity, etc. ABSG staff with clearances are required to complete these external trainings yearly.","3.2.2; 3.2.3","3.2.3; 3.2.1","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Training/3_2_1%203_2_2%20and%203_2_3%20Training%20Evidence.png?csf=1&web=1&e=SZgiGu",,"Want access to the certificates?"
"CUI training.docx","Employees are required to take CUI training to access Eagle G systems in I achieve . This CUI training Defines CUI, guidance for using CUI systems at ABS, responsibilities for access and usage of CUI specific to ABS polices.",,"3.2.2;3.1.22","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Training/CUI%20training.docx?d=wa972e34c482644f9af970abd356e11db&csf=1&web=1&e=5Oy4rA"
"Cyber training log.xlsx","Proof of completed CUI training in ABS system I achieve, including CUI training, Cyber security, insider threat, data governance, etc.",,"3.2.1","https://eagle.sharepoint.com/:x:/r/teams/ABSGroupCMMCTaskforce/_layouts/15/Doc.aspx?sourcedoc=%7B1B0C368E-CBE8-4DD4-89EB-D82B57C45C2B%7D&file=Cyber%20training%20log.xlsx&action=default&mobileredirect=true"
"IMS-ATT-00151 REV 0 (1).docx","Policy in ETQ which details requirement for minimum annual trainings, including Cybersecurity, Insider Treat, and Role Based Security and Privacy Training.",,"3.2.1","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-ATT-00151%20Rev%200%20(1).docx?d=w480e0e8e0d86478692f2fc72485e4e62&csf=1&web=1&e=hUv8Jh",,"Note this policy says we do role based training - confirmed with Roshini, we do not do this"
"IMS-PRO-00109 Rev 1, Security of Controlled Unclassified Information (CUI).docx","Policy that states an additional training requirement for all person working with CUI will be required to take CUI training annually.",,"3.2.1","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-PRO-00109%20Rev%201,%20Security%20of%20Controlled%20Unclassified%20Information%20(CUI).docx?d=w34ce2ea239334272b3f2346a5bd6aebe&csf=1&web=1&e=SL37TD",,"Note table says they take  CUI data handling part 1 and 2. These aren't the trainings in I achieve. I believe it needs to be updated to Controlled Unclassified Information Curriculum"
"3_9_1 Personnel Screening Evidence.png","IGNORE THIS EVIDENCE",,,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FBackground%20Checks%2F3%5F9%5F1%20Personnel%20Screening%20Evidence%2Epng&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FBackground%20Checks",,"TODO: HRD-PRO-0011 policy for new employee vetting."
"ABSG Cleared Staff Report 10 2025 as of 10-20-2025.xlsx","All staff with required logical and physical access are recorded and tracked. Personnel must have both a clearance and have completed CUI training to be granted access to Eagle-G system.",,"3.9.1;3.9.2;3.2.1","https://eagle.sharepoint.com/:x:/r/teams/ABSGroupCMMCTaskforce/_layouts/15/Doc.aspx?sourcedoc=%7B2A25648A-6D67-4B7E-84E6-65A729DFB6DB%7D&file=ABSG%20Cleared%20Staff%20Report%2010%202025%20as%20of%2010-20-2025.xlsx&action=default&mobileredirect=true",,"TODO: Find out what system(s) this is exported from"
"Disabled Accounts.png","Accounts are disabled not removed to prevent reuse.",,,"https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Termination/Disabled%20Accounts.png?csf=1&web=1&e=OJz2Rv",,"TODO: Access review policy and procedure"
"Manager Self-Service Fusion HR Job Aid.pdf","Termination into FusionHR HRIS system reviewed by Security Administrators",,,"https://eagle.sharepoint.com/:b:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Termination/Manager%20Self-Service%20Fusion%20HR%20Job%20Aid.pdf?csf=1&web=1&e=KEeT50",,"TODO: Gather procedure for HRIS review."
"3_8_1 and 3_8_2 Physical Control and Security Evidence.png","Server rooms are controlled with physical access control requirements. IGNORE THIS EVIDENCE","3.8.1;3.8.2",,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FPhysical%20Security%2F3%5F8%5F1%20and%203%5F8%5F2%20Physical%20Control%20and%20Security%20Evidence%2Epng&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FPhysical%20Security",,"This will be superseded by the Physical Access Control Policy.docx with respect to AWS. TODO: RMF Policies for USB Handling"
"3_8_5 CUI Transport Evidence.png","IGNORE THIS EVIDENCE",,,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FPhysical%20Security%2F3%5F8%5F5%20CUI%20Transport%20Evidence%2Epng&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FPhysical%20Security",,"This will be superseded by the Physical Access Control Policy.docx with respect to AWD. TODO: RMF Policies for USB Handling"
"evidence-3.8.3_CUIDestruction.pdf","IGNORE THIS EVIDENCE",,,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E3%2Fevidence%2D3%2E8%2E3%5FCUIDestruction%2Epdf&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E3",,"Superseded by Physical_Access_Control_Policy.docx which cites CUI destruction"
"evidence-3.8.7_AdminAcct1.jpg","IGNORE THIS EVIDENCE",,,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E7%2Fevidence%2D3%2E8%2E7%5FAdminAcct1%2Ejpg&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E7",,"Mappings are incorrect. TODO: Confirm Digicert SSL usage internally"
"evidence-3.8.7_AdminAcct2.png","IGNORE THIS EVIDENCE",,,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E7%2Fevidence%2D3%2E8%2E7%5FAdminAcct2%2Epng&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FEvidence%2DMedia%20Protection%2F3%2E8%2E7",,"Mappings are incorrect. TODO: Confirm Digicert SSL usage internally"
"EagleG Patching.docx","Systems are patched and maintained via SCCM for servers and clients",,"3.7.1;3.7.2;3.7.3;3.14.1;3.14.2;3.14.4","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/_layouts/15/Doc.aspx?sourcedoc=%7BDC351082-29A0-46F9-9068-58E8DB430E41%7D&file=EagleG%20Patching.docx&action=default&mobileredirect=true",,"Ask why they're using domain controllers and SCCM instead of using INTUNE"
"IMS-ATT-00153","ABS patching standard Policy",,"3.7.1;3.7.2;3.7.3;3.14.1;3.14.2;3.14.4","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-POL-00003,%20Cybersecurity%20Policy%20Manual/IMS-ATT-00153%20Rev%200,%20IT%20Systems%20Patching%20Standard.docx?d=wd0955360e458490aa7db45109270cdbd&csf=1&web=1&e=u6hH1N",,"TODO: Split maintenance/patching per device class"
"IMS-ATT-00149 Rev 0, IT Systems Maintenance Standard. Docx.","Maintenance Standard ll maintenance, repair or replacement activity of information systems and its components shall be part of an approved change request processed through the IT Change Management process.",,"3.7.1;3.7.2;3.7.3","https://eagle.sharepoint.com/:w:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/ETQ%20Data%20Pull/IMS-POL-00003,%20Cybersecurity%20Policy%20Manual/IMS-ATT-00149%20Rev%200,%20IT%20Systems%20Maintenance%20Standard.docx?d=wb0f2feb9290b456087c72db06c8b60b2&csf=1&web=1&e=wYed81",,"TODO: Refactor"
"AVD-STIG checklist 3.5.html","Covers multiple domains of evidence displaying how laptops and AVD are restricted to reduce threat exposure.","3.4.1;3.4.2",,"https://eagle.sharepoint.com/teams/ABSGroupCMMCTaskforce/Shared%20Documents/Forms/AllItems.aspx?viewid=3a8612fa%2D4176%2D4f05%2D8c8d%2Df60f842ad418&FolderCTID=0x012000C78ED7C323513D4D8E46A458BE1E6A28&id=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FAdmin%20Evidence%20Requirements%2FCM%2F3%2E4%2E1%2FAVD%2DSTIG%20checklist%203%2E5%2Ehtml&parent=%2Fteams%2FABSGroupCMMCTaskforce%2FShared%20Documents%2FGeneral%2FSP%20800%2D171%20R2%20Requirements%2FOverview%20%2D%20Data%20Call%2FAdmin%20Evidence%20Requirements%2FCM%2F3%2E4%2E1"
"IT CAB 10092025 Summary  Actions.msg","Details meeting notes and key outcomes from CAB meeting on 10/9",,"3.4.3; 3.4.4","https://eagle.sharepoint.com/:u:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/IT%20CAB%2010092025%20Summary%20%20Actions.msg?csf=1&web=1&e=4ZsSrF"
"Weekly CAB Report  13 Oct 2025.msg","CAB reports details current change requests and status",,"3.4.3; 3.4.4","https://eagle.sharepoint.com/:u:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Weekly%20CAB%20Report%20%2013%20Oct%202025.msg?csf=1&web=1&e=BOdBNO"
"Change Roles and Responsibilities (1).pdf","Details listed roles and descriptions of responsibilities for the IMS change management process.",,"3.4.3; 3.4.4","https://eagle.sharepoint.com/:b:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Change%20Roles%20and%20Responsibilites%20(1).pdf?csf=1&web=1&e=fa1m2c"
"Ivanti Change Workflows (1).Pdf","Diagrams how change requests are reviewed and escalated based on type of change",,"3.4.3","https://eagle.sharepoint.com/:b:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Ivanti%20Change%20Workflows%20(1).pdf?csf=1&web=1&e=sKf6QU"
"Rasing a Change Request (1).pdf","Jobb aid details how to request a change in Ivanti, and process for approvals and implementation",,"3.4.3","https://eagle.sharepoint.com/:b:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Raising%20a%20Change%20Request%20(1).pdf?csf=1&web=1&e=IEuXbG "
"7000885 CAB Votes.png","Screenshot from Ivanti shows approval tracking of change requests from CAB",,"3.4.3","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Eagle%20G%207000885/7000885%20CAB%20Votes.png?csf=1&web=1&e=2d1bsd"
"7000885 Change Log.png","Screen shot shows the change request was marked as implemented",,"3.4.3","https://eagle.sharepoint.com/:i:/r/teams/ABSGroupCMMCTaskforce/Shared%20Documents/General/SP%20800-171%20R2%20Requirements/Overview%20-%20Data%20Call/Change%20Control%20%26%20Maintenance%20Documentation/Eagle%20G%207000885/7000885%20Change%20Log.png?csf=1&web=1&e=LxzFnl"
